Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HT_Code,AT_Code,Outcome,GoalDifference,HomeShotEfficiency,AwayShotEfficiency,HomePossessionProxy,AwayPossessionProxy,total_goals
SP1,2005-12-21,Zaragoza,Ath Bilbao,3,2,H,0,1,A,12,8,4,4,14,18,3,2,2,1,0,0,39,2,1,1,0.25,0.25,1,-8,5
SP1,2005-12-22,Osasuna,Ath Madrid,2,1,H,2,1,H,24,5,8,1,18,16,5,1,1,2,0,0,26,3,1,1,0.08,0.2,11,-10,3
SP1,2006-07-01,Ath Bilbao,La Coruna,1,2,A,0,1,A,18,13,5,3,21,25,6,2,1,5,0,0,2,18,-1,-1,0.06,0.15,3,-10,3
SP1,2006-07-01,Espanol,Barcelona,1,2,A,0,1,A,9,19,3,7,29,20,5,6,6,3,0,0,11,4,-1,-1,0.11,0.11,-15,5,3
SP1,2006-08-01,Alaves,Zaragoza,0,2,A,0,0,D,15,15,5,4,14,14,5,0,0,3,0,0,0,39,-1,-2,0.0,0.13,6,1,2
SP1,2006-08-01,Ath Madrid,Valencia,0,0,D,0,0,D,14,9,2,5,27,21,5,10,2,0,0,0,3,34,0,0,0.0,0.0,-8,-2,0
SP1,2006-08-01,Cadiz,Getafe,1,0,H,1,0,H,13,8,6,1,22,21,2,2,4,5,1,1,6,12,1,1,0.08,0.0,-7,-11,1
SP1,2006-08-01,Celta,Sociedad,1,0,H,1,0,H,15,5,3,1,20,14,2,1,1,1,0,0,7,31,1,1,0.07,0.0,-3,-8,1
SP1,2006-08-01,Mallorca,Betis,1,1,D,1,1,D,10,9,7,5,17,20,4,7,1,3,0,0,23,5,0,0,0.1,0.11,-3,-4,2
SP1,2006-08-01,Osasuna,Santander,1,1,D,1,1,D,17,6,3,1,21,21,3,1,2,2,0,0,26,29,0,0,0.06,0.17,-1,-14,2
SP1,2006-08-01,Sevilla,Malaga,3,1,H,1,0,H,19,8,7,3,19,19,10,2,6,2,0,1,30,22,1,2,0.16,0.12,10,-9,4
SP1,2006-08-01,Villarreal,Real Madrid,0,0,D,0,0,D,15,14,5,3,15,19,3,5,3,3,0,0,37,27,0,0,0.0,0.0,3,0,0
SP1,2006-01-14,Betis,Ath Madrid,1,0,H,1,0,H,11,15,6,3,23,23,5,4,2,2,0,0,5,3,1,1,0.09,0.0,-7,-4,1
SP1,2006-01-14,Valencia,Osasuna,2,0,H,1,0,H,15,12,4,5,13,21,8,8,3,1,0,0,34,26,1,2,0.13,0.0,10,-1,2
SP1,2006-01-15,Barcelona,Ath Bilbao,2,1,H,1,1,D,16,8,9,2,18,24,7,5,2,4,1,0,4,2,1,1,0.12,0.12,5,-11,3
SP1,2006-01-15,Getafe,Celta,1,1,D,1,0,H,24,12,6,3,23,22,9,4,1,2,0,0,12,7,0,0,0.04,0.08,10,-6,2
SP1,2006-01-15,La Coruna,Alaves,0,2,A,0,1,A,28,12,6,5,21,25,9,1,1,2,0,0,18,0,-1,-2,0.0,0.17,16,-12,2
SP1,2006-01-15,Malaga,Cadiz,0,2,A,0,2,A,5,6,1,2,14,13,2,2,5,1,1,0,22,6,-1,-2,0.0,0.33,-7,-5,2
SP1,2006-01-15,Real Madrid,Sevilla,4,2,H,1,0,H,25,17,8,5,18,18,3,7,1,1,0,0,27,30,1,2,0.16,0.12,10,6,6
SP1,2006-01-15,Santander,Villarreal,1,0,H,1,0,H,8,21,4,6,22,15,1,5,3,4,2,1,29,37,1,1,0.12,0.0,-13,11,1
SP1,2006-01-15,Sociedad,Espanol,0,1,A,0,0,D,14,12,2,5,22,20,6,2,3,2,0,1,31,11,-1,-1,0.0,0.08,-2,-6,1
SP1,2006-01-15,Zaragoza,Mallorca,3,1,H,2,0,H,13,9,5,5,18,23,2,4,1,2,0,0,39,23,1,2,0.23,0.11,-3,-10,4
SP1,2006-01-21,Real Madrid,Cadiz,3,1,H,0,0,D,10,15,5,4,26,18,8,9,4,1,0,0,27,6,1,2,0.3,0.07,-8,6,4
SP1,2006-01-21,Zaragoza,Ath Madrid,0,2,A,0,1,A,8,5,3,3,18,24,4,3,3,5,0,0,39,3,-1,-2,0.0,0.4,-6,-16,2
SP1,2006-01-22,Barcelona,Alaves,2,0,H,0,0,D,25,3,7,1,23,19,7,5,1,2,0,0,4,0,1,2,0.08,0.0,9,-11,2
SP1,2006-01-22,Betis,Valencia,0,2,A,0,1,A,14,13,4,7,20,24,4,2,1,2,0,0,5,34,-1,-2,0.0,0.15,-2,-9,2
SP1,2006-01-22,Getafe,Espanol,5,0,H,2,0,H,12,14,6,3,26,18,6,5,1,3,0,0,12,11,1,5,0.42,0.0,-8,1,5
SP1,2006-01-22,La Coruna,Mallorca,2,2,D,2,0,H,14,10,2,3,21,29,4,2,3,3,0,0,18,23,0,0,0.14,0.2,-3,-17,4
SP1,2006-01-22,Malaga,Celta,0,2,A,0,0,D,15,14,3,5,26,14,6,7,2,1,0,0,22,7,-1,-2,0.0,0.14,-5,7,2
SP1,2006-01-22,Santander,Sevilla,2,3,A,1,1,D,17,9,6,4,21,26,6,3,3,3,0,0,29,30,-1,-1,0.12,0.33,2,-14,5
SP1,2006-01-22,Sociedad,Ath Bilbao,3,3,D,2,0,H,12,26,6,8,22,14,2,12,3,3,0,0,31,2,0,0,0.25,0.12,-8,24,6
SP1,2006-01-22,Villarreal,Osasuna,2,1,H,0,1,A,12,9,5,1,14,28,7,3,4,3,0,0,37,26,1,1,0.17,0.11,5,-16,3
SP1,2006-01-28,Ath Bilbao,Getafe,1,0,H,0,0,D,9,13,3,4,21,14,3,5,3,3,0,0,2,12,1,1,0.11,0.0,-9,4,1
SP1,2006-01-28,Ath Madrid,La Coruna,3,2,H,1,0,H,17,12,8,5,25,26,5,3,4,4,0,0,3,18,1,1,0.18,0.17,-3,-11,5
SP1,2006-01-28,Cadiz,Santander,1,1,D,0,0,D,6,6,1,2,19,17,3,6,4,4,0,0,6,29,0,0,0.17,0.17,-10,-5,2
SP1,2006-01-29,Alaves,Sociedad,3,1,H,1,0,H,12,20,6,7,15,18,2,6,2,1,0,0,0,31,1,2,0.25,0.05,-1,8,4
SP1,2006-01-29,Celta,Real Madrid,1,2,A,1,1,D,21,11,6,5,18,21,5,4,3,3,0,0,7,27,-1,-1,0.05,0.18,8,-6,3
SP1,2006-01-29,Espanol,Malaga,3,1,H,3,1,H,14,18,7,3,17,21,9,5,1,3,0,0,11,22,1,2,0.21,0.06,6,2,4
SP1,2006-01-29,Mallorca,Barcelona,0,3,A,0,1,A,5,15,2,4,17,13,2,6,4,3,1,0,23,4,-1,-3,0.0,0.2,-10,8,3
SP1,2006-01-29,Osasuna,Betis,0,2,A,0,1,A,17,10,3,3,11,26,4,2,1,1,0,0,26,5,-1,-2,0.0,0.2,10,-14,2
SP1,2006-01-29,Sevilla,Villarreal,2,0,H,1,0,H,12,7,7,1,21,19,10,3,0,3,0,1,30,37,1,2,0.17,0.0,1,-9,2
SP1,2006-01-29,Valencia,Zaragoza,2,2,D,0,1,A,19,11,6,5,15,19,8,2,3,4,0,1,34,39,0,0,0.11,0.18,12,-6,4
SP1,2006-04-02,La Coruna,Valencia,0,1,A,0,1,A,10,10,4,5,21,16,4,1,3,5,0,0,18,34,-1,-1,0.0,0.1,-7,-5,1
SP1,2006-04-02,Malaga,Ath Bilbao,2,1,H,1,1,D,8,8,5,2,18,22,6,5,5,3,1,0,22,2,1,1,0.25,0.12,-4,-9,3
SP1,2006-04-02,Real Madrid,Espanol,4,0,H,3,0,H,16,8,10,1,23,12,3,5,1,2,0,0,27,11,1,4,0.25,0.0,-4,1,4
SP1,2006-05-02,Barcelona,Ath Madrid,1,3,A,0,1,A,15,13,6,5,19,26,6,2,3,4,0,0,4,3,-1,-2,0.07,0.23,2,-11,4
SP1,2006-05-02,Getafe,Alaves,2,2,D,1,1,D,18,6,7,3,16,16,19,2,1,2,0,0,12,0,0,0,0.11,0.33,21,-8,4
SP1,2006-05-02,Santander,Celta,0,1,A,0,0,D,16,10,6,6,26,18,9,3,4,2,0,0,29,7,-1,-1,0.0,0.1,-1,-5,1
SP1,2006-05-02,Sevilla,Osasuna,0,1,A,0,0,D,10,8,3,2,21,22,5,3,6,6,1,0,30,26,-1,-1,0.0,0.12,-6,-11,1
SP1,2006-05-02,Sociedad,Mallorca,2,1,H,1,1,D,12,11,5,1,21,20,3,7,3,4,0,0,31,23,1,1,0.17,0.09,-6,-2,3
SP1,2006-05-02,Villarreal,Cadiz,1,1,D,0,1,A,14,12,7,4,21,20,6,3,4,1,1,0,37,6,0,0,0.07,0.08,-1,-5,2
SP1,2006-05-02,Zaragoza,Betis,4,3,H,4,1,H,13,15,6,5,24,23,5,6,4,3,1,1,39,5,1,1,0.31,0.2,-6,-2,7
SP1,2006-11-02,Ath Bilbao,Real Madrid,0,2,A,0,1,A,15,11,6,6,18,21,7,3,3,4,0,0,2,27,-1,-2,0.0,0.18,4,-7,2
SP1,2006-11-02,Cadiz,Sevilla,0,4,A,0,1,A,12,12,1,5,17,25,4,8,1,2,0,0,6,30,-1,-4,0.0,0.33,-1,-5,4
SP1,2006-11-02,Osasuna,Zaragoza,1,1,D,1,1,D,17,5,4,1,20,10,5,4,2,1,0,0,26,39,0,0,0.06,0.2,2,-1,2
SP1,2006-12-02,Alaves,Malaga,3,2,H,1,0,H,11,10,5,3,20,20,1,5,3,2,0,0,0,22,1,1,0.27,0.2,-8,-5,5
SP1,2006-12-02,Ath Madrid,Sociedad,1,0,H,0,0,D,16,9,3,4,24,21,5,2,3,0,0,1,3,31,1,1,0.06,0.0,-3,-10,1
SP1,2006-12-02,Betis,La Coruna,0,1,A,0,0,D,16,14,3,3,21,21,6,1,2,4,0,0,5,18,-1,-1,0.0,0.07,1,-6,1
SP1,2006-12-02,Celta,Villarreal,1,0,H,1,0,H,7,9,3,2,26,16,4,7,1,2,0,0,7,37,1,1,0.14,0.0,-15,0,1
SP1,2006-12-02,Espanol,Santander,0,2,A,0,0,D,5,11,0,3,17,17,8,11,1,1,0,0,11,29,-1,-2,0.0,0.18,-4,5,2
SP1,2006-12-02,Mallorca,Getafe,1,1,D,0,0,D,4,13,1,3,27,23,4,2,4,2,0,0,23,12,0,0,0.25,0.08,-19,-8,2
SP1,2006-12-02,Valencia,Barcelona,1,0,H,1,0,H,9,18,4,5,19,21,1,5,3,4,0,0,34,4,1,1,0.11,0.0,-9,2,1
SP1,2006-02-18,Barcelona,Betis,5,1,H,3,0,H,19,13,8,8,20,22,4,6,4,2,0,0,4,5,1,4,0.26,0.08,3,-3,6
SP1,2006-02-18,Real Madrid,Alaves,3,0,H,2,0,H,12,12,6,3,22,29,3,0,2,3,0,0,27,0,1,3,0.25,0.0,-7,-17,3
SP1,2006-02-18,Sevilla,Celta,1,0,H,1,0,H,10,13,2,5,32,10,3,5,4,3,0,0,30,7,1,1,0.1,0.0,-19,8,1
SP1,2006-02-18,Villarreal,Espanol,4,0,H,3,0,H,11,10,8,3,15,17,3,5,3,6,0,0,37,11,1,4,0.36,0.0,-1,-2,4
SP1,2006-02-19,Cadiz,Osasuna,1,3,A,1,2,A,10,7,3,5,10,25,9,1,3,4,1,0,6,26,-1,-2,0.1,0.43,9,-17,4
SP1,2006-02-19,Getafe,Ath Madrid,0,3,A,0,1,A,18,14,9,6,24,17,11,2,4,2,0,0,12,3,-1,-3,0.0,0.21,5,-1,3
SP1,2006-02-19,La Coruna,Zaragoza,1,1,D,0,1,A,11,8,4,4,18,15,4,1,3,3,1,0,18,39,0,0,0.09,0.12,-3,-6,2
SP1,2006-02-19,Malaga,Mallorca,0,2,A,0,0,D,12,16,4,5,25,28,5,4,2,7,0,1,22,23,-1,-2,0.0,0.12,-8,-8,2
SP1,2006-02-19,Santander,Ath Bilbao,0,1,A,0,0,D,13,8,3,2,20,27,8,6,3,6,1,0,29,2,-1,-1,0.0,0.12,1,-13,1
SP1,2006-02-19,Sociedad,Valencia,1,2,A,1,0,H,12,12,4,4,13,14,8,4,2,2,0,0,31,34,-1,-1,0.08,0.17,7,2,3
SP1,2006-02-25,Ath Madrid,Malaga,5,0,H,3,0,H,17,10,11,0,25,26,7,0,1,4,0,1,3,22,1,5,0.29,0.0,-1,-16,5
SP1,2006-02-25,Zaragoza,Barcelona,0,2,A,0,0,D,5,8,2,2,20,15,3,1,1,0,1,0,39,4,-1,-2,0.0,0.25,-12,-6,2
SP1,2006-02-26,Alaves,Santander,2,2,D,2,1,H,6,12,2,4,25,25,3,7,3,4,0,0,0,29,0,0,0.33,0.17,-16,-6,4
SP1,2006-02-26,Ath Bilbao,Villarreal,1,1,D,1,1,D,10,8,4,4,17,18,10,4,1,8,0,0,2,37,0,0,0.1,0.12,3,-6,2
SP1,2006-02-26,Betis,Sociedad,2,0,H,1,0,H,17,7,6,2,21,26,7,3,1,3,0,0,5,31,1,2,0.12,0.0,3,-16,2
SP1,2006-02-26,Celta,Cadiz,2,0,H,1,0,H,15,7,8,3,21,28,5,3,3,2,0,0,7,6,1,2,0.13,0.0,-1,-18,2
SP1,2006-02-26,Espanol,Sevilla,5,0,H,1,0,H,15,12,9,2,16,21,5,7,1,1,0,1,11,30,1,5,0.33,0.0,4,-2,5
SP1,2006-02-26,Mallorca,Real Madrid,2,1,H,0,1,A,15,7,4,3,23,24,4,2,4,3,0,0,23,27,1,1,0.13,0.14,-4,-15,3
SP1,2006-02-26,Osasuna,La Coruna,1,2,A,1,0,H,17,9,4,3,15,17,8,2,2,3,0,0,26,18,-1,-1,0.06,0.22,10,-6,3
SP1,2006-02-26,Valencia,Getafe,1,1,D,0,0,D,15,8,7,4,15,20,14,1,0,5,0,1,34,12,0,0,0.07,0.12,14,-11,2
SP1,2006-04-03,Barcelona,La Coruna,3,2,H,2,2,D,16,7,7,2,10,27,8,2,3,5,0,0,4,18,1,1,0.19,0.29,14,-18,5
SP1,2006-04-03,Cadiz,Espanol,2,0,H,0,0,D,9,17,3,6,24,24,6,5,3,1,0,0,6,11,1,2,0.22,0.0,-9,-2,2
SP1,2006-04-03,Real Madrid,Ath Madrid,2,1,H,2,1,H,10,26,3,6,25,28,3,7,2,4,0,0,27,3,1,1,0.2,0.04,-12,5,3
SP1,2006-04-03,Villarreal,Alaves,3,2,H,1,2,A,15,3,4,2,22,19,11,1,4,0,0,0,37,0,1,1,0.2,0.67,4,-15,5
SP1,2006-05-03,Celta,Osasuna,2,0,H,1,0,H,9,14,5,0,16,16,5,5,1,4,0,1,7,26,1,2,0.22,0.0,-2,3,2
SP1,2006-05-03,Getafe,Betis,1,0,H,1,0,H,17,10,4,2,11,18,8,3,1,4,0,0,12,5,1,1,0.06,0.0,14,-5,1
SP1,2006-05-03,Malaga,Valencia,0,0,D,0,0,D,11,19,2,5,22,15,9,5,5,1,0,0,22,34,0,0,0.0,0.0,-2,9,0
SP1,2006-05-03,Santander,Mallorca,0,0,D,0,0,D,9,13,3,0,21,23,5,6,3,1,0,0,29,23,0,0,0.0,0.0,-7,-4,0
SP1,2006-05-03,Sevilla,Ath Bilbao,2,1,H,1,1,D,13,10,4,3,11,24,8,6,1,5,1,0,30,2,1,1,0.15,0.1,10,-8,3
SP1,2006-05-03,Sociedad,Zaragoza,1,3,A,1,0,H,8,18,1,8,16,18,4,3,2,2,0,0,31,39,-1,-2,0.12,0.17,-4,3,4
SP1,2006-11-03,Espanol,Celta,2,0,H,2,0,H,7,17,4,4,19,14,4,6,2,2,1,0,11,7,1,2,0.29,0.0,-8,9,2
SP1,2006-11-03,La Coruna,Sociedad,0,1,A,0,0,D,18,9,4,1,20,16,5,5,4,3,0,0,18,31,-1,-1,0.0,0.11,3,-2,1
SP1,2006-11-03,Valencia,Real Madrid,0,0,D,0,0,D,11,13,2,6,25,22,5,5,4,2,0,0,34,27,0,0,0.0,0.0,-9,-4,0
SP1,2006-12-03,Alaves,Sevilla,2,1,H,2,1,H,15,10,5,3,21,22,3,6,4,6,2,1,0,30,1,1,0.13,0.1,-3,-6,3
SP1,2006-12-03,Ath Bilbao,Cadiz,1,0,H,0,0,D,8,6,1,1,19,18,4,8,2,1,1,1,2,6,1,1,0.12,0.0,-7,-4,1
SP1,2006-12-03,Ath Madrid,Santander,2,1,H,0,0,D,12,15,6,4,22,23,5,3,4,4,1,0,3,29,1,1,0.17,0.07,-5,-5,3
SP1,2006-12-03,Betis,Malaga,1,1,D,1,0,H,15,10,5,2,29,28,10,3,2,4,0,0,5,22,0,0,0.07,0.1,-4,-15,2
SP1,2006-12-03,Mallorca,Villarreal,1,1,D,1,1,D,8,6,2,1,16,24,3,2,2,4,0,0,23,37,0,0,0.12,0.17,-5,-16,2
SP1,2006-12-03,Osasuna,Barcelona,2,1,H,1,0,H,11,8,3,4,29,19,2,1,6,2,0,2,26,4,1,1,0.18,0.12,-16,-10,3
SP1,2006-12-03,Zaragoza,Getafe,1,2,A,1,1,D,13,14,5,6,14,15,9,5,3,2,1,0,39,12,-1,-1,0.08,0.14,8,4,3
SP1,2006-03-18,Getafe,La Coruna,1,2,A,0,1,A,19,8,4,5,18,25,9,4,4,6,1,0,12,18,-1,-1,0.05,0.25,10,-13,3
SP1,2006-03-18,Sociedad,Barcelona,0,2,A,0,1,A,9,14,5,6,21,14,7,3,2,2,0,0,31,4,-1,-2,0.0,0.14,-5,3,2
SP1,2006-03-18,Villarreal,Ath Madrid,1,1,D,1,0,H,6,12,3,3,21,21,0,3,3,3,0,1,37,3,0,0,0.17,0.08,-15,-6,2
SP1,2006-03-19,Cadiz,Alaves,0,0,D,0,0,D,15,10,5,5,17,20,9,4,2,6,0,0,6,0,0,0,0.0,0.0,7,-6,0
SP1,2006-03-19,Celta,Ath Bilbao,0,1,A,0,1,A,25,7,6,4,14,25,9,4,2,4,0,1,7,2,-1,-1,0.0,0.14,20,-14,1
SP1,2006-03-19,Espanol,Osasuna,2,4,A,1,3,A,5,15,3,8,23,19,3,0,5,5,0,0,11,26,-1,-2,0.4,0.27,-15,-4,6
SP1,2006-03-19,Malaga,Zaragoza,0,1,A,0,0,D,14,8,2,3,26,21,8,4,1,2,0,0,22,39,-1,-1,0.0,0.12,-4,-9,1
SP1,2006-03-19,Real Madrid,Betis,0,0,D,0,0,D,16,19,4,2,19,24,5,8,2,2,0,0,27,5,0,0,0.0,0.0,2,3,0
SP1,2006-03-19,Santander,Valencia,2,1,H,1,0,H,6,10,2,5,35,14,1,4,4,1,0,0,29,34,1,1,0.33,0.1,-28,0,3
SP1,2006-03-19,Sevilla,Mallorca,1,1,D,1,0,H,19,9,7,4,14,18,6,1,3,3,0,0,30,23,0,0,0.05,0.11,11,-8,2
SP1,2006-03-21,Barcelona,Getafe,3,1,H,1,1,D,15,9,4,4,17,18,10,6,1,2,0,0,4,12,1,2,0.2,0.11,8,-3,4
SP1,2006-03-22,Alaves,Celta,1,0,H,0,0,D,18,10,6,2,19,18,3,2,2,1,0,0,0,7,1,1,0.06,0.0,2,-6,1
SP1,2006-03-22,Ath Bilbao,Espanol,1,1,D,0,1,A,13,11,5,2,22,22,2,2,6,4,0,0,2,11,0,0,0.08,0.09,-7,-9,2
SP1,2006-03-22,Betis,Santander,1,0,H,1,0,H,15,8,5,1,28,19,6,6,6,6,0,1,5,29,1,1,0.07,0.0,-7,-5,1
SP1,2006-03-22,La Coruna,Malaga,2,1,H,0,1,A,17,12,6,3,19,31,6,5,1,8,0,1,18,22,1,1,0.12,0.08,4,-14,3
SP1,2006-03-22,Mallorca,Cadiz,1,0,H,1,0,H,16,6,9,1,16,28,7,5,4,5,0,0,23,6,1,1,0.06,0.0,7,-17,1
SP1,2006-03-22,Osasuna,Sociedad,2,0,H,1,0,H,7,13,4,2,25,10,3,5,4,1,0,0,26,31,1,2,0.29,0.0,-15,8,2
SP1,2006-03-22,Valencia,Villarreal,1,1,D,1,0,H,10,14,3,7,20,20,6,1,3,4,1,0,34,37,0,0,0.1,0.07,-4,-5,2
SP1,2006-03-22,Zaragoza,Real Madrid,1,1,D,0,0,D,14,10,4,4,25,14,8,4,2,3,0,0,39,27,0,0,0.07,0.1,-3,0,2
SP1,2006-03-23,Ath Madrid,Sevilla,0,1,A,0,1,A,13,10,6,6,13,13,6,5,3,3,3,0,3,30,-1,-1,0.0,0.1,6,2,1
SP1,2006-03-25,Ath Bilbao,Osasuna,1,0,H,0,0,D,11,7,2,2,17,20,3,4,2,4,1,1,2,26,1,1,0.09,0.0,-3,-9,1
SP1,2006-03-25,Malaga,Barcelona,0,0,D,0,0,D,13,23,5,10,32,20,6,5,2,0,0,0,22,4,0,0,0.0,0.0,-13,8,0
SP1,2006-03-25,Villarreal,Betis,1,2,A,0,2,A,21,11,5,4,14,20,8,3,1,2,0,0,37,5,-1,-1,0.05,0.18,15,-6,3
SP1,2006-03-26,Cadiz,Ath Madrid,1,1,D,0,1,A,14,13,4,5,16,26,6,6,1,4,0,0,6,3,0,0,0.07,0.08,4,-7,2
SP1,2006-03-26,Celta,Mallorca,2,0,H,2,0,H,14,12,6,4,21,16,3,12,1,1,0,0,7,23,1,2,0.14,0.0,-4,8,2
SP1,2006-03-26,Espanol,Alaves,0,0,D,0,0,D,7,11,2,2,24,20,14,3,3,3,0,0,11,0,0,0,0.0,0.0,-3,-6,0
SP1,2006-03-26,Getafe,Sociedad,2,1,H,1,1,D,10,9,3,3,17,26,3,5,2,4,0,1,12,31,1,1,0.2,0.11,-4,-12,3
SP1,2006-03-26,Real Madrid,La Coruna,4,0,H,2,0,H,21,14,8,0,14,18,4,5,2,2,0,0,27,18,1,4,0.19,0.0,11,1,4
SP1,2006-03-26,Santander,Zaragoza,0,0,D,0,0,D,11,16,2,7,19,18,5,5,1,2,0,0,29,39,0,0,0.0,0.0,-3,3,0
SP1,2006-03-26,Sevilla,Valencia,1,0,H,0,0,D,16,8,5,1,18,15,8,5,0,4,0,1,30,34,1,1,0.06,0.0,6,-2,1
SP1,2006-01-04,Barcelona,Real Madrid,1,1,D,1,1,D,35,3,11,1,21,18,12,0,2,6,0,1,4,27,0,0,0.03,0.33,26,-15,2
SP1,2006-01-04,Sociedad,Malaga,3,0,H,1,0,H,17,6,9,3,18,24,5,4,2,5,0,2,31,22,1,3,0.18,0.0,4,-14,3
SP1,2006-01-04,Zaragoza,Villarreal,0,1,A,0,1,A,29,2,9,1,14,21,12,1,3,4,0,0,39,37,-1,-1,0.0,0.5,27,-18,1
SP1,2006-02-04,Alaves,Ath Bilbao,0,0,D,0,0,D,11,4,2,1,10,24,5,2,2,4,0,0,0,2,0,0,0.0,0.0,6,-18,0
SP1,2006-02-04,Ath Madrid,Celta,0,3,A,0,0,D,25,7,7,6,19,13,9,3,7,1,0,0,3,7,-1,-3,0.0,0.43,15,-3,3
SP1,2006-02-04,Betis,Sevilla,2,1,H,2,1,H,12,11,6,3,28,19,1,3,5,2,0,0,5,30,1,1,0.17,0.09,-15,-5,3
SP1,2006-02-04,La Coruna,Santander,2,0,H,1,0,H,16,9,7,1,21,24,5,1,1,1,0,0,18,29,1,2,0.12,0.0,0,-14,2
SP1,2006-02-04,Mallorca,Espanol,0,0,D,0,0,D,10,11,2,2,21,23,7,4,2,1,0,0,23,11,0,0,0.0,0.0,-4,-8,0
SP1,2006-02-04,Osasuna,Getafe,0,4,A,0,2,A,26,12,4,5,15,21,2,5,1,6,0,0,26,12,-1,-4,0.0,0.33,13,-4,4
SP1,2006-02-04,Valencia,Cadiz,5,3,H,3,1,H,13,9,6,5,16,27,5,5,1,3,0,0,34,6,1,2,0.38,0.33,2,-13,8
SP1,2006-08-04,Cadiz,Betis,1,1,D,0,0,D,13,21,2,4,19,24,5,7,4,2,0,0,6,5,0,0,0.08,0.05,-1,4,2
SP1,2006-08-04,Celta,Valencia,0,1,A,0,1,A,12,7,2,4,21,24,5,0,2,3,0,0,7,34,-1,-1,0.0,0.14,-4,-17,1
SP1,2006-08-04,Malaga,Getafe,1,2,A,0,1,A,13,17,5,6,23,17,3,6,3,1,1,0,22,12,-1,-1,0.08,0.12,-7,6,3
SP1,2006-08-04,Real Madrid,Sociedad,1,1,D,1,0,H,13,17,6,8,16,15,6,5,3,3,1,0,27,31,0,0,0.08,0.06,3,7,2
SP1,2006-09-04,Alaves,Osasuna,1,2,A,0,1,A,20,8,7,4,16,24,4,5,3,3,0,1,0,26,-1,-1,0.05,0.25,8,-11,3
SP1,2006-09-04,Ath Bilbao,Mallorca,1,1,D,1,1,D,10,12,4,1,17,17,6,5,2,2,0,0,2,23,0,0,0.1,0.08,-1,0,2
SP1,2006-09-04,Espanol,Ath Madrid,1,1,D,0,0,D,15,13,4,1,17,24,5,1,5,3,0,0,11,3,0,0,0.07,0.08,3,-10,2
SP1,2006-09-04,Santander,Barcelona,2,2,D,2,2,D,8,10,3,3,19,15,4,1,4,1,0,1,29,4,0,0,0.25,0.2,-7,-4,4
SP1,2006-09-04,Sevilla,Zaragoza,1,1,D,0,0,D,22,8,9,3,11,13,5,0,4,3,0,0,30,39,0,0,0.05,0.12,16,-5,2
SP1,2006-09-04,Villarreal,La Coruna,1,1,D,0,0,D,11,18,5,3,17,21,7,3,2,2,0,0,37,18,0,0,0.09,0.06,1,0,2
SP1,2006-04-14,Barcelona,Villarreal,1,0,H,1,0,H,14,10,4,3,21,18,8,4,1,3,0,0,4,37,1,1,0.07,0.0,1,-4,1
SP1,2006-04-15,La Coruna,Sevilla,0,0,D,0,0,D,15,15,5,4,19,21,6,8,4,2,0,0,18,30,0,0,0.0,0.0,2,2,0
SP1,2006-04-15,Mallorca,Alaves,0,0,D,0,0,D,17,9,2,2,21,34,7,0,1,1,0,0,23,0,0,0,0.0,0.0,3,-25,0
SP1,2006-04-15,Sociedad,Santander,1,0,H,0,0,D,9,12,1,2,16,21,4,6,1,3,0,0,31,29,1,1,0.11,0.0,-3,-3,1
SP1,2006-04-16,Ath Madrid,Ath Bilbao,1,0,H,0,0,D,10,10,1,2,17,20,3,6,2,2,0,0,3,2,1,1,0.1,0.0,-4,-4,1
SP1,2006-04-16,Betis,Celta,0,2,A,0,1,A,13,11,6,6,27,14,7,2,4,1,0,0,5,7,-1,-2,0.0,0.18,-7,-1,2
SP1,2006-04-16,Getafe,Real Madrid,1,1,D,0,0,D,24,14,9,5,15,20,9,6,1,4,0,0,12,27,0,0,0.04,0.07,18,0,2
SP1,2006-04-16,Osasuna,Malaga,1,1,D,1,0,H,11,10,3,4,22,21,4,4,1,2,0,1,26,22,0,0,0.09,0.1,-7,-7,2
SP1,2006-04-16,Valencia,Espanol,4,0,H,1,0,H,17,10,7,6,14,11,10,5,1,4,0,1,34,11,1,4,0.24,0.0,13,4,4
SP1,2006-04-16,Zaragoza,Cadiz,1,2,A,1,1,D,16,8,8,4,16,29,4,2,2,3,0,0,39,6,-1,-1,0.06,0.25,4,-19,3
SP1,2006-04-22,Alaves,Ath Madrid,0,1,A,0,1,A,8,9,1,4,15,17,3,4,3,2,0,0,0,3,-1,-1,0.0,0.11,-4,-4,1
SP1,2006-04-22,Celta,Zaragoza,4,0,H,1,0,H,13,12,7,2,14,14,4,5,0,3,0,0,7,39,1,4,0.31,0.0,3,3,4
SP1,2006-04-22,Villarreal,Sociedad,0,2,A,0,2,A,10,9,4,2,17,17,7,1,2,3,0,0,37,31,-1,-2,0.0,0.22,0,-7,2
SP1,2006-04-23,Ath Bilbao,Valencia,0,3,A,0,0,D,12,9,4,5,25,18,3,4,3,2,0,0,2,34,-1,-3,0.0,0.33,-10,-5,3
SP1,2006-04-23,Cadiz,La Coruna,1,1,D,0,1,A,10,11,3,4,20,23,8,6,4,5,0,2,6,18,0,0,0.1,0.09,-2,-6,2
